Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.56 0.23,0.57 0.32,0.51 0.32,0.50 0.43,0.48 0.54,0.63 0.32,0.66 0.44,0.68 0.54,0.54 0.55,0.53 0.71,0.55 0.83,0.61 0.55,0.62 0.71,0.64 0.84,0.56 0.22,0.57 0.22,0.55 0.22,0.59 0.22
0.57 0.23,0.58 0.32,0.52 0.32,0.49 0.43,0.44 0.51,0.63 0.31,0.68 0.41,0.72 0.51,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.55 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.47 0.41,0.41 0.48,0.64 0.31,0.69 0.40,0.74 0.48,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.58 0.21,0.55 0.22,0.61 0.22
0.57 0.22,0.58 0.31,0.52 0.31,0.46 0.39,0.38 0.43,0.63 0.31,0.70 0.38,0.77 0.43,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.55 0.22,0.61 0.22
0.57 0.22,0.58 0.31,0.52 0.30,0.45 0.36,0.37 0.39,0.63 0.31,0.71 0.35,0.79 0.39,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.55 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.34,0.37 0.35,0.64 0.31,0.72 0.33,0.80 0.34,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.33,0.36 0.32,0.64 0.31,0.72 0.32,0.81 0.29,0.54 0.55,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.22,0.58 0.30,0.52 0.30,0.44 0.31,0.37 0.29,0.64 0.30,0.72 0.29,0.81 0.26,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.21,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.65 0.30,0.72 0.28,0.80 0.24,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.72,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.64 0.30,0.72 0.28,0.81 0.24,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.64 0.30,0.72 0.28,0.80 0.24,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.55 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.31,0.37 0.29,0.64 0.30,0.72 0.28,0.81 0.25,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.32,0.37 0.31,0.64 0.30,0.71 0.30,0.81 0.27,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.34,0.37 0.35,0.64 0.31,0.71 0.32,0.80 0.30,0.54 0.55,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.30,0.45 0.36,0.37 0.39,0.63 0.31,0.71 0.34,0.80 0.34,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.46 0.38,0.38 0.43,0.63 0.32,0.70 0.36,0.78 0.40,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.31,0.47 0.39,0.40 0.47,0.63 0.31,0.69 0.39,0.75 0.45,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.48 0.41,0.43 0.49,0.63 0.31,0.68 0.41,0.73 0.49,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.32,0.52 0.32,0.49 0.43,0.44 0.52,0.63 0.31,0.67 0.42,0.70 0.52,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.32,0.52 0.31,0.50 0.43,0.46 0.53,0.63 0.31,0.66 0.43,0.69 0.53,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.48 0.53,0.63 0.32,0.66 0.42,0.67 0.53,0.53 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.32,0.66 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.72,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.66 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.86,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.66 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.66 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.86,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.53,0.63 0.31,0.66 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.32,0.52 0.32,0.49 0.43,0.46 0.53,0.63 0.32,0.67 0.41,0.70 0.52,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.47 0.40,0.42 0.48,0.64 0.31,0.69 0.39,0.75 0.47,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.31,0.46 0.38,0.39 0.44,0.63 0.31,0.71 0.37,0.78 0.42,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.35,0.37 0.38,0.64 0.31,0.71 0.33,0.80 0.35,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.33,0.37 0.34,0.64 0.30,0.71 0.32,0.80 0.31,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.36 0.29,0.64 0.30,0.72 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.64 0.30,0.72 0.28,0.80 0.24,0.54 0.54,0.54 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.29,0.44 0.29,0.37 0.26,0.64 0.30,0.72 0.27,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.29,0.44 0.29,0.37 0.26,0.64 0.29,0.72 0.27,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.29,0.52 0.29,0.44 0.29,0.37 0.26,0.64 0.29,0.71 0.27,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.29,0.52 0.29,0.45 0.29,0.37 0.27,0.64 0.29,0.72 0.27,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.64 0.88,0.56 0.21,0.58 0.21,0.55 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.29,0.44 0.30,0.37 0.28,0.64 0.30,0.71 0.28,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.32,0.37 0.31,0.64 0.30,0.72 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.22,0.58 0.30,0.53 0.30,0.45 0.34,0.37 0.36,0.63 0.30,0.72 0.32,0.80 0.30,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.22,0.58 0.30,0.52 0.30,0.45 0.38,0.38 0.42,0.63 0.31,0.71 0.34,0.80 0.36,0.54 0.54,0.53 0.71,0.52 0.85,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.58 0.22,0.58 0.30,0.52 0.30,0.47 0.40,0.41 0.47,0.63 0.31,0.70 0.37,0.77 0.42,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.58 0.22,0.58 0.31,0.52 0.31,0.48 0.42,0.44 0.51,0.63 0.31,0.69 0.40,0.74 0.48,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.22,0.58 0.32,0.52 0.32,0.49 0.43,0.45 0.52,0.63 0.32,0.67 0.41,0.72 0.51,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.32,0.52 0.32,0.50 0.43,0.47 0.53,0.63 0.32,0.67 0.42,0.69 0.52,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.55 0.22,0.61 0.22
0.57 0.22,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.66 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.86,0.61 0.55,0.62 0.72,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.21,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.65 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.72,0.65 0.89,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.65 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.88,0.61 0.55,0.62 0.72,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.65 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.88,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.49 0.54,0.63 0.31,0.65 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.44,0.49 0.54,0.63 0.31,0.65 0.43,0.66 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.32,0.49 0.43,0.45 0.52,0.63 0.31,0.67 0.42,0.70 0.51,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.47 0.40,0.41 0.48,0.63 0.30,0.69 0.39,0.75 0.47,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.46 0.37,0.38 0.42,0.63 0.30,0.71 0.36,0.78 0.41,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.45 0.35,0.37 0.37,0.63 0.31,0.71 0.34,0.80 0.36,0.54 0.55,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.44 0.33,0.36 0.33,0.64 0.31,0.71 0.32,0.80 0.30,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.32,0.37 0.30,0.64 0.30,0.72 0.29,0.81 0.27,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.64 0.30,0.72 0.28,0.80 0.24,0.54 0.55,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.72,0.65 0.89,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.29,0.37 0.27,0.64 0.30,0.71 0.28,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.29,0.37 0.26,0.64 0.30,0.71 0.28,0.80 0.23,0.54 0.54,0.54 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.64 0.87,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.27,0.63 0.30,0.71 0.28,0.80 0.23,0.54 0.54,0.54 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.27,0.64 0.30,0.72 0.28,0.80 0.23,0.54 0.54,0.54 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.27,0.64 0.30,0.72 0.28,0.80 0.23,0.54 0.54,0.54 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.27,0.64 0.30,0.72 0.28,0.80 0.23,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.44 0.30,0.37 0.28,0.64 0.30,0.71 0.29,0.80 0.24,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.33,0.37 0.34,0.63 0.30,0.71 0.32,0.80 0.30,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.46 0.38,0.39 0.43,0.63 0.31,0.70 0.36,0.79 0.39,0.54 0.54,0.53 0.71,0.52 0.86,0.61 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.48 0.40,0.42 0.48,0.63 0.31,0.69 0.39,0.76 0.45,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.49 0.42,0.44 0.51,0.64 0.32,0.68 0.41,0.73 0.50,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.32,0.52 0.31,0.50 0.43,0.46 0.53,0.64 0.32,0.67 0.42,0.70 0.52,0.54 0.54,0.53 0.71,0.52 0.86,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.52 0.31,0.50 0.43,0.48 0.54,0.64 0.31,0.65 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.55,0.62 0.71,0.64 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.50 0.43,0.49 0.54,0.64 0.32,0.65 0.43,0.66 0.55,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.51 0.43,0.49 0.54,0.64 0.32,0.65 0.45,0.66 0.55,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.57 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.51 0.43,0.49 0.54,0.64 0.32,0.65 0.44,0.66 0.55,0.54 0.54,0.53 0.71,0.51 0.88,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.51 0.43,0.49 0.54,0.64 0.32,0.65 0.45,0.66 0.55,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.89,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.50 0.43,0.46 0.53,0.64 0.31,0.66 0.42,0.69 0.53,0.54 0.55,0.53 0.71,0.52 0.86,0.61 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.31,0.46 0.39,0.39 0.44,0.63 0.31,0.71 0.38,0.78 0.43,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.46 0.35,0.37 0.38,0.63 0.30,0.71 0.34,0.80 0.37,0.54 0.55,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.33,0.37 0.34,0.63 0.30,0.71 0.33,0.81 0.33,0.54 0.55,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.32,0.37 0.30,0.63 0.30,0.71 0.31,0.81 0.29,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.45 0.31,0.37 0.29,0.63 0.30,0.71 0.30,0.81 0.27,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.54,0.54 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.30,0.52 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.52 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.55,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.30,0.53 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.87,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.31,0.37 0.28,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.54,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.58 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.32,0.37 0.29,0.63 0.30,0.71 0.29,0.80 0.26,0.54 0.55,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.64 0.87,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.33,0.37 0.33,0.63 0.30,0.71 0.32,0.80 0.29,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.64 0.88,0.56 0.22,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.30,0.53 0.30,0.45 0.36,0.37 0.38,0.63 0.30,0.71 0.34,0.80 0.35,0.54 0.55,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.30,0.46 0.40,0.40 0.45,0.63 0.31,0.70 0.37,0.78 0.42,0.54 0.55,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.52 0.31,0.48 0.41,0.43 0.49,0.64 0.31,0.69 0.40,0.75 0.48,0.54 0.55,0.53 0.71,0.51 0.88,0.62 0.55,0.62 0.71,0.65 0.87,0.56 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.49 0.43,0.45 0.52,0.64 0.32,0.68 0.42,0.72 0.52,0.54 0.54,0.53 0.71,0.52 0.88,0.62 0.55,0.62 0.71,0.65 0.87,0.57 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.58 0.23,0.58 0.31,0.53 0.31,0.50 0.43,0.47 0.53,0.64 0.32,0.66 0.43,0.69 0.53,0.54 0.54,0.53 0.71,0.52 0.87,0.62 0.54,0.62 0.71,0.65 0.88,0.57 0.21,0.59 0.22,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.31,0.50 0.43,0.48 0.53,0.64 0.32,0.66 0.44,0.67 0.54,0.53 0.54,0.53 0.71,0.51 0.88,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
0.57 0.23,0.58 0.31,0.53 0.31,0.50 0.43,0.49 0.53,0.64 0.32,0.66 0.43,0.67 0.54,0.54 0.54,0.53 0.71,0.52 0.87,0.61 0.54,0.62 0.71,0.65 0.88,0.56 0.21,0.59 0.21,0.56 0.22,0.61 0.22
