Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.43,0.37 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.40 0.56,0.39 0.72,0.38 0.84,0.47 0.56,0.46 0.71,0.48 0.84,0.42 0.24,0.44 0.24,0.41 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.83,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.48 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.48 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.48 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.25,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.83,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.84,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.43 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.44,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.25,0.45 0.25
0.42 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.43 0.24,0.40 0.26,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.54,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.55,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.46 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.55,0.49 0.34,0.50 0.46,0.50 0.56,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.42 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.36 0.55,0.49 0.35,0.50 0.46,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.41 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.55,0.49 0.34,0.50 0.46,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.42 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.55,0.49 0.34,0.50 0.46,0.50 0.55,0.39 0.54,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.42 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.43 0.26,0.44 0.34,0.38 0.34,0.36 0.45,0.35 0.55,0.49 0.34,0.50 0.45,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.42 0.24,0.44 0.24,0.40 0.25,0.45 0.25
0.44 0.26,0.44 0.34,0.39 0.34,0.36 0.44,0.36 0.54,0.49 0.35,0.51 0.46,0.50 0.55,0.39 0.55,0.38 0.71,0.37 0.84,0.46 0.55,0.47 0.71,0.47 0.85,0.43 0.24,0.44 0.24,0.41 0.25,0.46 0.25
0.45 0.26,0.46 0.34,0.41 0.34,0.38 0.43,0.36 0.54,0.51 0.35,0.53 0.46,0.52 0.56,0.41 0.55,0.39 0.70,0.37 0.84,0.48 0.57,0.48 0.71,0.47 0.86,0.44 0.24,0.46 0.24,0.43 0.25,0.48 0.26
0.48 0.26,0.48 0.35,0.43 0.34,0.40 0.45,0.38 0.55,0.53 0.35,0.55 0.46,0.55 0.58,0.43 0.55,0.40 0.72,0.40 0.85,0.50 0.57,0.49 0.72,0.45 0.86,0.46 0.25,0.49 0.25,0.45 0.26,0.50 0.26
0.48 0.26,0.49 0.35,0.43 0.35,0.41 0.46,0.39 0.57,0.54 0.36,0.56 0.47,0.56 0.58,0.44 0.56,0.43 0.73,0.44 0.89,0.51 0.57,0.50 0.72,0.47 0.86,0.47 0.25,0.49 0.24,0.45 0.26,0.51 0.26
0.47 0.25,0.48 0.35,0.42 0.35,0.39 0.47,0.38 0.59,0.54 0.35,0.56 0.47,0.56 0.59,0.44 0.58,0.45 0.75,0.47 0.93,0.51 0.58,0.51 0.73,0.50 0.93,0.46 0.24,0.48 0.24,0.44 0.24,0.50 0.24
0.46 0.22,0.47 0.33,0.40 0.33,0.37 0.45,0.35 0.57,0.53 0.33,0.56 0.45,0.56 0.58,0.42 0.58,0.44 0.78,0.47 0.93,0.50 0.57,0.52 0.77,0.50 0.93,0.45 0.21,0.47 0.21,0.43 0.22,0.49 0.22
0.46 0.22,0.47 0.34,0.40 0.33,0.36 0.46,0.34 0.56,0.53 0.33,0.56 0.47,0.57 0.62,0.42 0.59,0.44 0.80,0.48 0.94,0.50 0.59,0.49 0.80,0.50 0.95,0.44 0.20,0.47 0.20,0.43 0.22,0.50 0.21
