Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.47 0.30,0.48 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.53 0.38,0.56 0.48,0.55 0.60,0.45 0.60,0.44 0.76,0.44 0.90,0.51 0.60,0.52 0.76,0.54 0.89,0.46 0.29,0.48 0.29,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.54 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.54 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.54 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.60,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.30,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.60,0.53 0.77,0.55 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.60,0.53 0.77,0.54 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.42 0.38,0.40 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.61,0.53 0.77,0.54 0.91,0.46 0.28,0.48 0.28,0.45 0.29,0.50 0.29
0.47 0.31,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.51 0.60,0.53 0.77,0.55 0.91,0.46 0.29,0.48 0.29,0.45 0.30,0.50 0.30
0.47 0.34,0.48 0.38,0.42 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.76,0.43 0.91,0.51 0.60,0.53 0.77,0.55 0.91,0.46 0.33,0.49 0.33,0.45 0.32,0.50 0.31
0.47 0.35,0.48 0.39,0.42 0.38,0.41 0.49,0.41 0.60,0.53 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.76,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.34,0.49 0.34,0.45 0.33,0.50 0.32
0.48 0.35,0.48 0.39,0.42 0.39,0.41 0.49,0.41 0.60,0.53 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.76,0.43 0.91,0.51 0.61,0.53 0.77,0.55 0.91,0.46 0.34,0.49 0.33,0.45 0.33,0.50 0.32
0.48 0.33,0.48 0.38,0.43 0.38,0.41 0.49,0.41 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.43 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.32,0.49 0.32,0.45 0.32,0.50 0.31
0.48 0.30,0.49 0.38,0.44 0.38,0.42 0.49,0.42 0.60,0.55 0.39,0.57 0.49,0.57 0.60,0.45 0.60,0.44 0.77,0.44 0.91,0.53 0.60,0.54 0.76,0.55 0.91,0.47 0.29,0.50 0.29,0.46 0.30,0.51 0.29
0.48 0.30,0.49 0.38,0.43 0.38,0.42 0.48,0.43 0.59,0.55 0.39,0.57 0.49,0.57 0.60,0.45 0.60,0.44 0.77,0.44 0.91,0.53 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.46 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.42 0.59,0.54 0.38,0.56 0.49,0.55 0.60,0.45 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.48 0.38,0.43 0.38,0.41 0.48,0.42 0.59,0.54 0.38,0.56 0.49,0.55 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.28
0.48 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.61,0.45 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.50 0.28
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.78,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.78,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.28,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.40 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.76,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.48,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.51 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.38,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.59,0.54 0.39,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.78,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.41 0.60,0.54 0.39,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.90,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.39,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.47 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.39,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.78,0.55 0.90,0.46 0.28,0.49 0.28,0.45 0.28,0.50 0.29
0.47 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.39,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.78,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.47 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.59,0.54 0.38,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.59,0.54 0.38,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.78,0.55 0.90,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.38,0.56 0.49,0.56 0.60,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.48 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.38,0.56 0.49,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.60,0.53 0.77,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.48 0.29,0.49 0.38,0.43 0.38,0.41 0.49,0.40 0.60,0.54 0.39,0.56 0.50,0.56 0.61,0.44 0.60,0.44 0.77,0.44 0.91,0.52 0.61,0.53 0.77,0.55 0.91,0.46 0.28,0.49 0.28,0.45 0.29,0.50 0.29
0.49 0.30,0.50 0.39,0.44 0.39,0.42 0.49,0.41 0.61,0.56 0.39,0.58 0.51,0.57 0.61,0.46 0.61,0.44 0.78,0.44 0.91,0.54 0.61,0.55 0.78,0.55 0.91,0.48 0.28,0.50 0.28,0.47 0.29,0.52 0.29
0.51 0.30,0.52 0.39,0.46 0.39,0.45 0.51,0.44 0.61,0.58 0.39,0.61 0.50,0.59 0.62,0.48 0.61,0.45 0.79,0.46 0.94,0.56 0.62,0.56 0.79,0.55 0.91,0.50 0.29,0.52 0.29,0.49 0.30,0.54 0.29
0.48 0.29,0.50 0.39,0.43 0.39,0.43 0.53,0.42 0.65,0.56 0.38,0.58 0.51,0.57 0.63,0.47 0.64,0.46 0.84,0.49 0.96,0.55 0.64,0.56 0.85,0.57 0.96,0.47 0.27,0.50 0.27,0.45 0.28,0.52 0.28
